Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: UIDAI),1000,1000000
06/04/2020,Nagaland,60,0,47,13,,,489,,70,,http://morungexpress.com/nagaland-covid-19-update-2,,0.00%,0.02704366741,27.04366741,2218634,,
10/04/2020,Nagaland,70,0,69,1,20,,,,,,http://morungexpress.com/nagaland-covid-19-update-4,,0.00%,0.03155094531,31.55094531,,,
11/04/2020,Nagaland,70,0,70,,22,,,,,,http://morungexpress.com/nagaland-covid-19-update-5,,0.00%,0.03155094531,31.55094531,,,
12/04/2020,Nagaland,74,0,70,4,,,,,,,http://morungexpress.com/nagaland-covid-19-update-6,,0.00%,0.03335385647,33.35385647,,,
13/04/2020,Nagaland,,,,,,,,,,,,,,0,0,,,
14/04/2020,Nagaland,174,0,97,77,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.07842663549,78.42663549,,,
15/04/2020,Nagaland,184,0,174,10,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.08293391339,82.93391339,,,
16/04/2020,Nagaland,,,,,,,,,,,,,,0,0,,,
17/04/2020,Nagaland,274,0,222,48,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.1234994145,123.4994145,,,
18/04/2020,Nagaland,392,0,292,100,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.1766852937,176.6852937,,,
19/04/2020,Nagaland,404,0,345,59,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.1820940272,182.0940272,,,
20/04/2020,Nagaland,434,0,404,30,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.1956158609,195.6158609,,,
21/04/2020,Nagaland,537,0,456,81,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.2420408233,242.0408233,,,
22/04/2020,Nagaland,543,0,481,62,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.2447451901,244.7451901,,,
23/04/2020,Nagaland,607,0,543,64,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.2735917686,273.5917686,,,
24/04/2020,Nagaland,,,,,,,,,,,,,,0,0,,,
25/04/2020,Nagaland,613,0,607,6,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.2762961354,276.2961354,,,
26/04/2020,Nagaland,613,0,613,0,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.2762961354,276.2961354,,,
27/04/2020,Nagaland,629,0,613,16,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.28350778,283.50778,,,
28/04/2020,Nagaland,639,0,620,19,,,,,,,https://nagahealth.nagaland.gov.in/,,0.00%,0.2880150579,288.0150579,,,
29/04/2020,Nagaland,644,0,631,13,37,,381,64,32,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.2902686969,290.2686969,,,
30/04/2020,Nagaland,653,0,640,13,33,,390,64,35,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.294325247,294.325247,,,
01/05/2020,Nagaland,664,0,650,14,29,,390,64,35,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/health-main,0.00%,0.2992832527,299.2832527,,,
02/05/2020,Nagaland,674,0,661,13,29,,390,64,35,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,0.00%,0.3037905306,303.7905306,,,
03/05/2020,Nagaland,684,0,663,21,,,390,66,35,,https://covid19.nagaland.gov.in/,https://covid19.nagaland.gov.in/,,,,,,
04/05/2020,Nagaland,,,,,,,,,,,,,,,,,,
03/04/2020,Odisha,1395,20,1108,267,,,,,,,https://twitter.com/HFWOdisha/status/1246135145230303232,,1.43%,0.03041797901,30.41797901,45861035,,
07/04/2020,Odisha,2190,40,,,,,,,,,https://twitter.com/HFWOdisha/status/1247579939206909953,,1.83%,0.0477529563,47.7529563,,,
07/04/2020,Odisha,2441,42,,,,,,,,,https://twitter.com/HFWOdisha/status/1247579939206909953,,1.72%,0.05322601202,53.22601202,,,
08/04/2020,Odisha,2441,42,2399,,,,,,,,https://health.odisha.gov.in/,,1.72%,0.05322601202,53.22601202,,,
09/04/2020,Odisha,3249,48,3201,,,,,,,,https://health.odisha.gov.in/,,1.48%,0.07084445434,70.84445434,,,
10/04/2020,Odisha,3547,50,3497,,,,,,,,https://health.odisha.gov.in/,,1.41%,0.0773423452,77.3423452,,,
11/04/2020,Odisha,3551,51,3497,,,,,,,,https://health.odisha.gov.in/,,1.44%,0.07742956521,77.42956521,,,
12/04/2020,Odisha,3862,54,3808,,,,,,,,https://health.odisha.gov.in/,,1.40%,0.0842109211,84.2109211,,,
13/04/2020,Odisha,4170,54,4116,,,,,,,,https://health.odisha.gov.in/,,1.29%,0.09092686199,90.92686199,,,
14/04/2020,Odisha,4734,56,4678,,,,,,,,https://health.odisha.gov.in/,,1.18%,0.1032248836,103.2248836,,,
15/04/2020,Odisha,5537,60,5477,,,,,,,,https://health.odisha.gov.in/,,1.08%,0.1207343009,120.7343009,,,
16/04/2020,Odisha,6734,60,6674,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-16042020.pdf,https://health.odisha.gov.in/,0.89%,0.1468348894,146.8348894,,,
17/04/2020,Odisha,7577,60,7517,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,https://health.odisha.gov.in/,0.79%,0.1652165068,165.2165068,,,
18/04/2020,Odisha,8619,60,8559,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-17042020.pdf,,0.70%,0.1879373198,187.9373198,,,
19/04/2020,Odisha,9690,61,9629,,,,,,,,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-19042020.pdf,https://health.odisha.gov.in/,0.63%,0.2112904779,211.2904779,,,
20/04/2020,Odisha,10641,68,,,,,,,,,https://health.odisha.gov.in/,https://health.odisha.gov.in/pdf/covid-19-Analysis-Report-20042020.pdf,0.64%,0.2320270356,232.0270356,,,
21/04/2020,Odisha,11748,79,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-21042020Eng.pdf,,0.67%,0.2561651738,256.1651738,,,
22/04/2020,Odisha,13775,83,,,,,,,,,https://health.odisha.gov.in/,,0.60%,0.3003639146,300.3639146,,,
23/04/2020,Odisha,15984,89,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-23042020Eng.pdf,,0.56%,0.3485311659,348.5311659,,,
24/04/2020,Odisha,18458,94,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-24042020Eng.pdf,,0.51%,0.4024767431,402.4767431,,,
25/04/2020,Odisha,20599,94,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-25042020Eng.pdf,,0.46%,0.4491612542,449.1612542,,,
26/04/2020,Odisha,22816,103,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press%20meet-26042020Eng.pdf,https://twitter.com/HFWOdisha/status/1254251273689464832?s=09,0.45%,0.4975029456,497.5029456,,,
27/04/2020,Odisha,25103,111,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-27042020Eng.pdf,,0.44%,0.5473709872,547.3709872,,,
28/04/2020,Odisha,26687,118,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-28042020Eng.pdf,,0.44%,0.5819101117,581.9101117,,,
29/04/2020,Odisha,29108,122,,,,,,,,,https://health.odisha.gov.in/pdf/news-covid-19-press-meet-29042020Eng.pdf,,0.42%,0.6347000237,634.7000237,,,
30/04/2020,Odisha,31696,142,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,0.45%,0.6911313711,691.1313711,,,
01/05/2020,Odisha,34133,149,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,,,,,,
02/05/2020,Odisha,36593,157,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,,,,,,
03/05/2020,Odisha,38658,162,,,,,,,,,https://health.odisha.gov.in/covid19-dashboard.html,,,,,,,
04/05/2020,Odisha,,,,,,,,,,,,,,,,,,
18/04/2020,Puducherry,1207,7,1159,41,,,,,,,https://covid19dashboard.py.gov.in/,,0.58%,0.8658375095,865.8375095,1394026,,
19/04/2020,Puducherry,1245,7,1214,24,,,,,,,https://covid19dashboard.py.gov.in/,,0.56%,0.8930966854,893.0966854,,,
20/04/2020,Puducherry,1272,7,1232,33,,,,,,,https://covid19dashboard.py.gov.in/,,0.55%,0.9124650473,912.4650473,,,
21/04/2020,Puducherry,1319,7,1272,40,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.53%,0.9461803438,946.1803438,,,
22/04/2020,Puducherry,1473,7,1354,112,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.48%,1.056651741,1056.651741,,,
23/04/2020,Puducherry,1548,7,1513,28,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.45%,1.110452746,1110.452746,,,
24/04/2020,Puducherry,1704,7,1657,40,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.41%,1.222358837,1222.358837,,,
25/04/2020,Puducherry,1864,8,1793,63,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.43%,1.337134315,1337.134315,,,
26/04/2020,Puducherry,1977,8,1902,67,,,,,,,https://covid19dashboard.py.gov.in/Home/TestResultsReport,,0.40%,1.418194496,1418.194496,,,
27/04/2020,Puducherry,2014,8,1942,64,,,,,,,https://covid19dashboard.py.gov.in/,,0.40%,1.444736325,1444.736325,,,
28/04/2020,Puducherry,2156,8,2099,49,,,,,,,https://covid19dashboard.py.gov.in/,,0.37%,1.546599561,1546.599561,,,
29/04/2020,Puducherry,2228,8,2150,70,,,,,,,https://covid19dashboard.py.gov.in/,,0.36%,1.598248526,1598.248526,,,
30/04/2020,Puducherry,2353,8,2292,53,,,,,,,https://covid19dashboard.py.gov.in/,,,,,,,
01/05/2020,Puducherry,2698,9,2583,106,,,,,,,https://covid19dashboard.py.gov.in/,,,,,,,
02/05/2020,Puducherry,2990,12,2902,76,,,,,,,https://covid19dashboard.py.gov.in/,,,,,,,
03/05/2020,Puducherry,3155,12,3097,46,,,,,,,https://covid19dashboard.py.gov.in/,,,,,,,
02/04/2020,Punjab,1434,37,1236,161,,,,,,,https://twitter.com/kbssidhu1961/status/1245680244658339841/photo/1,,2.58%,0.04799922719,47.99922719,29875481,,
08/04/2020,Punjab,2937,106,2614,217,,,,,,,https://twitter.com/kbssidhu1961/status/1247878360966901763/photo/1,,3.61%,0.09830804063,98.30804063,,,
09/04/2020,Punjab,3192,130,2777,285,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2009-04-2020.pdf,,4.07%,0.1068434681,106.8434681,,,
10/04/2020,Punjab,3461,151,2972,338,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2010-04-2020.pdf,,4.36%,0.1158475072,115.8475072,,,
11/04/2020,Punjab,3909,158,3249,502,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2011-04-2020.pdf,,4.04%,0.1308430817,130.8430817,,,
12/04/2020,Punjab,4281,170,3590,521,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2012-04-2020.pdf,,3.97%,0.143294764,143.294764,,,
13/04/2020,Punjab,4480,176,3858,446,,,,,,,http://pbhealth.gov.in/Media%20bulletin%20-%2013-04-2020.pdf,http://pbhealth.gov.in/,3.93%,0.1499557446,149.9557446,,,
14/04/2020,Punjab,4844,184,4047,613,,,,,,,http://pbhealth.gov.in/Media%20Bulletin-%2014.4.2020.pdf,http://pbhealth.gov.in/media-bulletin.htm,3.80%,0.1621396489,162.1396489,,,
15/04/2020,Punjab,5193,186,4404,603,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%2015.4.2020.pdf,,3.58%,0.1738214692,173.8214692,,,
16/04/2020,Punjab,5524,197,4727,600,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2016-04-2020.pdf,,3.57%,0.1849007887,184.9007887,,,
17/04/2020,Punjab,5988,211,5113,664,,,,,,,https://t.me/indiacovid/2492?single,,3.52%,0.2004319194,200.4319194,,,
18/04/2020,Punjab,6167,234,5354,579,,,,,,,https://twitter.com/kbssidhu1961/status/1251530620154585088,,3.79%,0.2064234547,206.4234547,,,
19/04/2020,Punjab,6607,244,5949,414,,,,,,,https://twitter.com/kbssidhu1961/status/1251883032836927488?s=19,,3.69%,0.2211512511,221.1512511,,,
20/04/2020,Punjab,6797,245,6273,279,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-Dated%2020-04-2020.pdf,,3.60%,0.2275109813,227.5109813,,,
21/04/2020,Punjab,7355,251,6769,335,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%20Dated%2021-04-2020.pdf,,3.41%,0.2461885049,246.1885049,,,
22/04/2020,Punjab,7887,257,7100,530,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2022-04-2020.pdf,,3.26%,0.2639957496,263.9957496,,,
23/04/2020,Punjab,8757,283,7433,1041,,,,,,,https://twitter.com/kbssidhu1961/status/1253299062620581893?s=19,,3.23%,0.2931166196,293.1166196,,,
24/04/2020,Punjab,10611,298,8310,2003,,,,,,,https://twitter.com/kbssidhu1961/status/1253658553895784448?s=19,,2.81%,0.3551741979,355.1741979,,,
25/04/2020,Punjab,13270,308,9392,3569,,,,,,,https://t.me/indiacovid/3185,,2.32%,0.444176949,444.176949,,,
26/04/2020,Punjab,14317,322,10497,3498,,,,,,,https://twitter.com/kbssidhu1961/status/1254446294518513666?s=19,,2.25%,0.4792224098,479.2224098,,,
27/04/2020,Punjab,15516,330,12333,2853,,,,,,,https://twitter.com/kbssidhu1961/status/1254807639122276353/photo/1,,2.13%,0.5193556549,519.3556549,,,
28/04/2020,Punjab,17021,342,13966,2713,,,,,,,https://twitter.com/kbssidhu1961/status/1255161106386968576/photo/1,,2.01%,0.5697314129,569.7314129,,,
29/04/2020,Punjab,18670,375,15690,2605,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2029-04-2020.pdf,,2.01%,0.6249271769,624.9271769,,,
30/04/2020,Punjab,21205,480,17286,3439,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2030-04-2020.pdf,,,,,,,
01/05/2020,Punjab,23176,585,18222,4369,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2001-05-2020.pdf,,,,,,,
02/05/2020,Punjab,24868,772,19316,4780,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2002-05-2020.pdf,,,,,,,
03/05/2020,Punjab,26439,1102,20197,5140,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2003-05-2020.pdf,,,,,,,
05/04/2020,Rajasthan,12279,260,11439,580,,,,,,,http://www.rajswasthya.nic.in/,,2.12%,0.1542893126,154.2893126,79584255,,
07/04/2020,Rajasthan,17638,363,16401,874,,,,,,,,,2.06%,0.2216267527,221.6267527,,,
08/04/2020,Rajasthan,17638,363,16401,874,,,,,,,http://www.rajswasthya.nic.in/,,2.06%,0.2216267527,221.6267527,,,
09/04/2020,Rajasthan,19107,463,17851,793,,,,,,,http://www.rajswasthya.nic.in/,https://twitter.com/TabeenahAnjum/status/1248310723882536960?s=09,2.42%,0.2400851777,240.0851777,,,
10/04/2020,Rajasthan,22349,561,20698,1090,,,,,,,https://t.me/c/1428198946/1843,,2.51%,0.2808218786,280.8218786,,,
11/04/2020,Rajasthan,24857,678,22583,1586,,,,,,,http://www.rajswasthya.nic.in/,,2.73%,0.3123356498,312.3356498,,,
12/04/2020,Rajasthan,28505,796,25105,2559,,,,,,,https://t.me/indiacovid/2093,,2.79%,0.3581738624,358.1738624,,,
13/04/2020,Rajasthan,31804,847,28657,2300,,,,,,,https://t.me/indiacovid/2160,,2.66%,0.3996267855,399.6267855,,,
14/04/2020,Rajasthan,34928,1005,29376,4583,,,,,,,https://t.me/indiacovid/2309,,2.88%,0.4388807811,438.8807811,,,
15/04/2020,Rajasthan,37860,1076,31902,4882,,,,,,,https://t.me/indiacovid/2376,,2.84%,0.4757222393,475.7222393,,,
16/04/2020,Rajasthan,40778,1101,33739,5938,,,,,,,https://t.me/indiacovid/2402,,2.70%,0.5123877832,512.3877832,,,
17/04/2020,Rajasthan,42847,1229,36153,5465,,,,,,,https://t.me/indiacovid/2516,,2.87%,0.5383853879,538.3853879,,,
18/04/2020,Rajasthan,47197,1282,39092,6823,,,,,,,https://t.me/indiacovid/2547,,2.72%,0.5930444408,593.0444408,,,
19/04/2020,Rajasthan,51614,1478,43537,6599,,,,,,,https://t.me/indiacovid/2691,,2.86%,0.6485453687,648.5453687,,,
20/04/2020,Rajasthan,57290,1576,47657,8057,,,,,,,https://t.me/indiacovid/2801,,2.75%,0.7198660087,719.8660087,,,
21/04/2020,Rajasthan,61492,1735,54100,5657,,,,,,,https://t.me/indiacovid/2888,,2.82%,0.7726653972,772.6653972,,,
22/04/2020,Rajasthan,66257,1888,58552,5817,,,,,,,https://t.me/indiacovid/2974,,2.85%,0.8325390493,832.5390493,,,
23/04/2020,Rajasthan,69764,1964,63485,4315,,,,,,,https://t.me/indiacovid/3041,,2.82%,0.8766055547,876.6055547,,,
24/04/2020,Rajasthan,74484,2034,68133,4317,,,,,,,https://t.me/indiacovid/3122,,2.73%,0.9359137684,935.9137684,,,
25/04/2020,Rajasthan,78993,2083,71806,5104,,,,,,,https://t.me/indiacovid/3210,,2.64%,0.9925707038,992.5707038,,,
26/04/2020,Rajasthan,82942,2185,75670,5087,,,,,,,https://t.me/indiacovid/3292,,2.63%,1.042191072,1042.191072,,,
27/04/2020,Rajasthan,87777,2262,80830,4685,,,,,,,https://t.me/indiacovid/3388,,2.58%,1.102944295,1102.944295,,,
28/04/2020,Rajasthan,92506,2364,85834,4308,,,,,,,https://t.me/indiacovid/3478,,2.56%,1.162365596,1162.365596,,,
29/04/2020,Rajasthan,97790,2438,90108,5244,,,,,,,https://t.me/indiacovid/3560,,2.49%,1.228760639,1228.760639,,,
30/04/2020,Rajasthan,103704,2584,,,,,,,,,https://twitter.com/ANI/status/1255888838251163649?s=09,,,,,,,
01/05/2020,Rajasthan,108543,2666,100277,5600,,,,,,,https://t.me/indiacovid/3768,,,,,,,
02/05/2020,Rajasthan,113934,2720,104705,6509,,,,,,,https://t.me/indiacovid/3799,,,,,,,
03/05/2020,Rajasthan,120240,2886,112345,5009,,,,,,,https://twitter.com/ANI/status/1256977323942744065?s=19,,,,,,,
04/05/2020,Rajasthan,,,,,,,,,,,,,,,,,,
03/04/2020,Tamil Nadu,3684,411,2789,484,284,,13323,,3044,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,,11.16%,0.04773409466,47.73409466,77177540,,
08/04/2020,Tamil Nadu,5305,690,4414,201,1864,,22049,,3371,,https://stopcorona.tn.gov.in/,,13.01%,0.0687376146,68.7376146,,,
09/04/2020,Tamil Nadu,7267,834,5824,485,2042,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,,11.48%,0.09415951843,94.15951843,,,
10/04/2020,Tamil Nadu,8410,911,6838,661,1987,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,0.1089695266,108.9695266,,,
11/04/2020,Tamil Nadu,9842,969,7779,1094,1884,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,https://stopcorona.tn.gov.in/,9.85%,0.1275241476,127.5241476,,,
12/04/2020,Tamil Nadu,10655,1075,,,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,0.1380583004,138.0583004,,,
13/04/2020,Tamil Nadu,12746,1173,,,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,,9.20%,0.165151675,165.151675,,,
14/04/2020,Tamil Nadu,19255,1204,13234,777,1870,,29074,,3371,,https://stopcorona.tn.gov.in/,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,6.25%,0.2494896831,249.4896831,,,
15/04/2020,Tamil Nadu,21994,1242,15210,1383,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,,5.65%,0.2849792828,284.9792828,,,
16/04/2020,Tamil Nadu,26005,1267,18743,1400,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,,4.87%,0.3369503615,336.9503615,,,
17/04/2020,Tamil Nadu,29673,1323,21628,2023,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,,4.46%,0.3844771419,384.4771419,,,
18/04/2020,Tamil Nadu,35036,1372,27192,1433,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,,3.92%,0.4539662705,453.9662705,,,
19/04/2020,Tamil Nadu,40876,1477,31853,2411,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,,3.61%,0.5296359537,529.6359537,,,
20/04/2020,Tamil Nadu,46985,1520,38082,2108,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,,3.24%,0.6087911068,608.7911068,,,
21/04/2020,Tamil Nadu,53045,1596,43582,1990,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,,3.01%,0.6873113603,687.3113603,,,
22/04/2020,Tamil Nadu,59023,1629,49506,1937,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,,2.76%,0.7647691284,764.7691284,,,
23/04/2020,Tamil Nadu,65977,1683,56836,1433,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,,2.55%,0.8548730628,854.8730628,,,
24/04/2020,Tamil Nadu,72403,1755,62596,1483,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,,2.42%,0.9381356286,938.1356286,,,
25/04/2020,Tamil Nadu,80110,1821,69390,1754,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25.04.2020.pdf,,2.27%,1.037996288,1037.996288,,,
26/04/2020,Tamil Nadu,87605,1885,77133,568,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.04.2020.pdf,,2.15%,1.135110033,1135.110033,,,
27/04/2020,Tamil Nadu,94781,1937,83021,1381,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-04-20-COVID-19-6-PM.pdf,,,1.228090452,1228.090452,,,
28/04/2020,Tamil Nadu,101874,2058,97908,1908,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28.04.2020.pdf,,,1.319995429,1319.995429,,,
29/04/2020,Tamil Nadu,109961,2162,105864,1935,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-29.04.2020.pdf,,,,,,,
30/04/2020,Tamil Nadu,119748,2323,115761,1664,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-30.04.2020.pdf,,,,,,,
01/05/2020,Tamil Nadu,129363,2526,124852,1985,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-01.05.2020.pdf,,,,,,,
02/05/2020,Tamil Nadu,139490,2757,135698,1035,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-02.05.2020.pdf,,,,,,,
03/05/2020,Tamil Nadu,150107,3023,145520,1564,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03.05.2020.pdf,,,,,,,
19/04/2020,Telangana,14962,858,14104,768,,,,,,,https://t.me/indiacovid/2688?single,,5.73%,0.3844389435,384.4389435,38919054,,
28/04/2020,Telangana,19063,1009,,,,,,,,,https://www.thehindu.com/news/national/telangana/accuracy-of-tests-more-in-telangana-eatala/article31456895.ece,,5.29%,0.4898114944,489.8114944,,,
29/04/2020,Telangana,19278,1016,,,,,,,,,http://124.124.103.93/COVID/home.htm,https://covid19.telangana.gov.in/,,,,,,
11/04/2020,Tripura,337,2,335,,,,,,,,https://m.facebook.com/story.php?story_fbid=2415546905213637&id=632536300181382,,0.59%,0.0819508086,81.9508086,4112223,,
15/04/2020,Tripura,738,2,,,,,,,,,https://www.facebook.com/bjpbiplab/posts/2424173307684330,,0.27%,0.1794649755,179.4649755,,,
16/04/2020,Tripura,762,2,760,,,,,,,,https://t.me/indiacovid/2466,,0.26%,0.1853012349,185.3012349,,,
21/04/2020,Tripura,2604,2,2602,,,,,,,,https://t.me/indiacovid/2898?single,,0.08%,0.6332341412,633.2341412,,,
22/04/2020,Tripura,3215,2,3123,,,,,,,,https://t.me/indiacovid/2983?single,,0.06%,0.7818155776,781.8155776,,,
01/05/2020,Tripura,4828,3,4825,,,,,,,,https://tripura.gov.in/covid-test,,,,,,,
02/05/2050,Tripura,4955,5,4950,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,,,,,
03/05/2020,Tripura,5162,5,5157,,,,,,,,https://covid19.tripura.gov.in/Visitor/ViewStatus.aspx,,,,,,,
05/04/2020,Uttar Pradesh,5255,278,4796,181,,,,,,,WA circular :/,,5.29%,0.02251706808,22.51706808,233378519,,
05/04/2020,Uttar Pradesh,5255,278,4796,179,3927,,,,,,,,5.29%,0.02251706808,22.51706808,,,
09/04/2020,Uttar Pradesh,8402,410,7898,94,8671,,,,,,https://t.me/c/1428198946/1789,,4.88%,0.03600159962,36.00159962,,,
10/04/2020,Uttar Pradesh,9332,433,8798,101,8771,,,,,,https://t.me/c/1428198946/1831,,4.64%,0.03998654221,39.98654221,,,
11/04/2020,Uttar Pradesh,10595,452,10012,131,8084,,,,,,https://t.me/c/1428198946/1882,,4.27%,0.04539835134,45.39835134,,,
12/04/2020,Uttar Pradesh,11855,483,11250,122,,,,,,,https://t.me/indiacovid/2132,,4.07%,0.05079730581,50.79730581,,,
13/04/2020,Uttar Pradesh,13287,558,12542,177,,,,,,,https://t.me/indiacovid/2199,,4.20%,0.05693326043,56.93326043,,,
14/04/2020,Uttar Pradesh,15914,660,15134,120,,,,,,,https://t.me/indiacovid/2294?single,,4.15%,0.06818965202,68.18965202,,,
15/04/2020,Uttar Pradesh,19506,727,18595,184,,,,,,,https://t.me/indiacovid/2356,,3.73%,0.08358095717,83.58095717,,,
16/04/2020,Uttar Pradesh,21384,805,20374,205,,,,,,,https://t.me/indiacovid/2448,,3.76%,0.09162797027,91.62797027,,,
