Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
19/04/2020,Punjab,6607,Samples Sent,244,5949,414,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1251883032836927488?s=19,,,3.69%,16.64,16642,27,29859000
20/04/2020,Punjab,6797,Samples Sent,245,6273,279,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-Dated%2020-04-2020.pdf,,,3.60%,17.12,17121,28,29859000
21/04/2020,Punjab,7355,Samples Sent,251,6769,335,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%20Dated%2021-04-2020.pdf,,,3.41%,18.53,18526,29,29859000
22/04/2020,Punjab,7887,Samples Sent,257,7100,530,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2022-04-2020.pdf,,,3.26%,19.87,19866,31,29859000
23/04/2020,Punjab,8757,Samples Sent,283,7433,1041,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1253299062620581893?s=19,,,3.23%,22.06,22058,31,29859000
24/04/2020,Punjab,10611,Samples Sent,298,8310,2003,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1253658553895784448?s=19,,,2.81%,26.73,26728,36,29859000
25/04/2020,Punjab,13270,Samples Sent,308,9392,3569,,,,,,,,,,https://t.me/indiacovid/3185,,,2.32%,33.43,33426,43,29859000
26/04/2020,Punjab,14317,Samples Sent,322,10497,3498,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1254446294518513666?s=19,,,2.25%,36.06,36063,44,29859000
27/04/2020,Punjab,15516,Samples Sent,330,12333,2853,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1254807639122276353/photo/1,,,2.13%,39.08,39083,47,29859000
28/04/2020,Punjab,17021,Samples Sent,342,13966,2713,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1255161106386968576/photo/1,,,2.01%,42.87,42874,50,29859000
29/04/2020,Punjab,18670,Samples Sent,375,15690,2605,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2029-04-2020.pdf,,,2.01%,47.03,47028,50,29859000
30/04/2020,Punjab,21205,Samples Sent,480,17286,3439,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2030-04-2020.pdf,,,2.26%,53.41,53413,44,29859000
01/05/2020,Punjab,23176,Samples Sent,585,18222,4369,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2001-05-2020.pdf,,,2.52%,58.38,58378,40,29859000
02/05/2020,Punjab,24868,Samples Sent,772,19316,4780,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2002-05-2020.pdf,,,3.10%,62.64,62640,32,29859000
03/05/2020,Punjab,26439,Samples Sent,1102,20197,5140,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2003-05-2020.pdf,,,4.17%,66.60,66597,24,29859000
04/05/2020,Punjab,28545,Samples Sent,1232,21295,6018,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1257290375858802688/photo/1,,,4.32%,71.90,71902,23,29859000
05/05/2020,Punjab,30199,Samples Sent,1451,23352,5396,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2005-05-2020.pdf,,,4.80%,76.07,76068,21,29859000
06/05/2020,Punjab,32060,Samples Sent,1526,24303,6231,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1258026904482770946,,,4.76%,80.76,80756,21,29859000
07/05/2020,Punjab,34701,Samples Sent,1644,28933,4124,,,,,,,,,,https://twitter.com/ANI/status/1258382341002588161,,,4.74%,87.41,87408,21,29859000
08/05/2020,Punjab,37950,Samples Sent,1731,31219,5000,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1258736487618580481?s=19,,,4.56%,95.59,95592,22,29859000
09/05/2020,Punjab,39462,Samples Sent,1762,33639,4061,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1259101618705858560,,,4.47%,99.40,99401,22,29859000
10/05/2020,Punjab,40962,Samples Sent,1823,35293,3845,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1259471256258179072,,https://t.me/indiacovid/4454,4.45%,103.18,103179,22,29859000
11/05/2020,Punjab,42306,Samples Sent,1877,37993,2436,,,,,,,,,,https://twitter.com/kbssidhu1961/status/1259903458783584256/photo/1,,,4.44%,106.56,106564,23,29859000
12/05/2020,Punjab,43999,Samples Sent,1914,39060,3025,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2012-05-2020.pdf,,,4.35%,110.83,110829,23,29859000
13/05/2020,Punjab,46026,Samples Sent,1924,40637,3465,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2013-05-2020.pdf,,,4.18%,115.93,115935,24,29859000
14/05/2020,Punjab,47408,Samples Sent,1935,42425,3048,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2014-05-2020.pdf,,,4.08%,119.42,119416,25,29859000
15/05/2020,Punjab,49301,Samples Sent,1932,44319,3050,,,,,,,,,,https://t.me/indiacovid/4809?single,,,3.92%,124.18,124184,26,29859000
16/05/2020,Punjab,50613,Samples Sent,1946,46028,2639,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2016-05-2020.pdf,,,3.84%,127.49,127489,26,29859000
17/05/2020,Punjab,51812,Samples Sent,1964,47484,2364,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2017-05-2020.pdf,,,3.79%,130.51,130509,26,29859000
18/05/2020,Punjab,52955,Samples Sent,1980,48813,2162,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2018-05-2020.pdf,,,3.74%,133.39,133388,27,29859000
19/05/2020,Punjab,55634,Samples Sent,2002,50070,3562,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2019-05-2020.pdf,,https://t.me/indiacovid/5111?single,3.60%,140.14,140136,28,29859000
20/05/2020,Punjab,57737,Samples Sent,2005,51956,3776,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2020-05-2020.pdf,,https://t.me/indiacovid/5182,3.47%,145.43,145433,29,29859000
21/05/2020,Punjab,59618,Samples Sent,2028,53871,3719,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2021-05-2020.pdf,,https://t.me/indiacovid/5261?single,,,,29,
22/05/2020,Punjab,62399,Samples Sent,2029,55777,4593,,,,,,,,,,http://pbhealth.gov.in/Media%20Bulletin%20COVID-19%2022-05-2020.pdf,,https://t.me/indiacovid/5320,,,,,
23/05/2020,Punjab,,,,,,,,,,,,,,,,,,,,,,
05/04/2020,Rajasthan,12279,Reports Received,260,11439,580,,,,,,,,,,http://www.rajswasthya.nic.in/,,,2.12%,30.93,30929,47,77264000
07/04/2020,Rajasthan,17638,Reports Received,363,16401,874,,,,,,,,,,,,,2.06%,44.43,44428,49,77264000
08/04/2020,Rajasthan,17638,Reports Received,363,16401,874,,,,,,,,,,http://www.rajswasthya.nic.in/,,,2.06%,44.43,44428,49,77264000
09/04/2020,Rajasthan,19107,Reports Received,463,17851,793,,,,,,,,,,http://www.rajswasthya.nic.in/,,https://twitter.com/TabeenahAnjum/status/1248310723882536960?s=09,2.42%,48.13,48128,41,77264000
10/04/2020,Rajasthan,22349,Reports Received,561,20698,1090,,,,,,,,,,https://t.me/c/1428198946/1843,,,2.51%,56.29,56295,40,77264000
11/04/2020,Rajasthan,24857,Reports Received,678,22583,1586,,,,,,,,,,http://www.rajswasthya.nic.in/,,,2.73%,62.61,62612,37,77264000
12/04/2020,Rajasthan,28505,Reports Received,796,25105,2559,,,,,,,,,,https://t.me/indiacovid/2093,,,2.79%,71.80,71801,36,77264000
13/04/2020,Rajasthan,31804,Reports Received,847,28657,2300,,,,,,,,,,https://t.me/indiacovid/2160,,,2.66%,80.11,80111,38,77264000
14/04/2020,Rajasthan,34928,Reports Received,1005,29376,4583,,,,,,,,,,https://t.me/indiacovid/2309,,,2.88%,87.98,87980,35,77264000
15/04/2020,Rajasthan,37860,Reports Received,1076,31902,4882,,,,,,,,,,https://t.me/indiacovid/2376,,,2.84%,95.37,95365,35,77264000
16/04/2020,Rajasthan,40778,Reports Received,1101,33739,5938,,,,,,,,,,https://t.me/indiacovid/2402,,,2.70%,102.72,102715,37,77264000
17/04/2020,Rajasthan,42847,Reports Received,1229,36153,5465,,,,,,,,,,https://t.me/indiacovid/2516,,,2.87%,107.93,107927,35,77264000
18/04/2020,Rajasthan,47197,Reports Received,1282,39092,6823,,,,,,,,,,https://t.me/indiacovid/2547,,,2.72%,118.88,118884,37,77264000
19/04/2020,Rajasthan,51614,Reports Received,1478,43537,6599,,,,,,,,,,https://t.me/indiacovid/2691,,,2.86%,130.01,130010,35,77264000
20/04/2020,Rajasthan,57290,Reports Received,1576,47657,8057,,,,,,,,,,https://t.me/indiacovid/2801,,,2.75%,144.31,144307,36,77264000
21/04/2020,Rajasthan,61492,Reports Received,1735,54100,5657,,,,,,,,,,https://t.me/indiacovid/2888,,,2.82%,154.89,154892,35,77264000
22/04/2020,Rajasthan,66257,Reports Received,1888,58552,5817,,,,,,,,,,https://t.me/indiacovid/2974,,,2.85%,166.89,166894,35,77264000
23/04/2020,Rajasthan,69764,Reports Received,1964,63485,4315,,,,,,,,,,https://t.me/indiacovid/3041,,,2.82%,175.73,175728,36,77264000
24/04/2020,Rajasthan,74484,Reports Received,2034,68133,4317,,,,,,,,,,https://t.me/indiacovid/3122,,,2.73%,187.62,187617,37,77264000
25/04/2020,Rajasthan,78993,Reports Received,2083,71806,5104,,,,,,,,,,https://t.me/indiacovid/3210,,,2.64%,198.97,198975,38,77264000
26/04/2020,Rajasthan,82942,Reports Received,2185,75670,5087,,,,,,,,,,https://t.me/indiacovid/3292,,,2.63%,208.92,208922,38,77264000
27/04/2020,Rajasthan,87777,Reports Received,2262,80830,4685,,,,,,,,,,https://t.me/indiacovid/3388,,,2.58%,221.10,221101,39,77264000
28/04/2020,Rajasthan,92506,Reports Received,2364,85834,4308,,,,,,,,,,https://t.me/indiacovid/3478,,,2.56%,233.01,233013,39,77264000
29/04/2020,Rajasthan,97790,Reports Received,2438,90108,5244,,,,,,,,,,https://t.me/indiacovid/3560,,,2.49%,246.32,246322,40,77264000
30/04/2020,Rajasthan,103704,Reports Received,2584,,,,,,,,,,,,https://twitter.com/ANI/status/1255888838251163649?s=09,,,2.49%,261.22,261219,40,77264000
01/05/2020,Rajasthan,108543,Reports Received,2666,100277,5600,,,,,,,,,,https://t.me/indiacovid/3768,,,2.46%,273.41,273408,41,77264000
02/05/2020,Rajasthan,113934,Reports Received,2720,104705,6509,,,,,,,,,,https://t.me/indiacovid/3799,,,2.39%,286.99,286987,42,77264000
03/05/2020,Rajasthan,120240,Reports Received,2886,112345,5009,,,,,,,,,,https://twitter.com/ANI/status/1256977323942744065?s=19,,,2.40%,302.87,302872,42,77264000
04/05/2020,Rajasthan,129258,Reports Received,3061,122513,3684,,,,,,,,,,https://t.me/indiacovid/4023,,,2.37%,325.59,325587,42,77264000
05/05/2020,Rajasthan,134987,Reports Received,3158,128297,3532,,,,,,,,,,https://t.me/indiacovid/4088,,,2.34%,340.02,340018,43,77264000
06/05/2020,Rajasthan,139580,Reports Received,3317,134172,2091,,,,,,,,,,https://t.me/indiacovid/4164,,,2.38%,351.59,351587,42,77264000
07/05/2020,Rajasthan,145510,Reports Received,3427,139830,2253,,,,,,,,,,https://twitter.com/ANI/status/1258423972963782656?s=19,,,2.36%,366.52,366524,42,77264000
08/05/2020,Rajasthan,152245,Reports Received,3579,146198,2468,,,,,,,,,,https://t.me/indiacovid/4305,,,2.35%,383.49,383489,43,77264000
09/05/2020,Rajasthan,159157,Reports Received,3708,152296,3153,,,,,,,,,,https://t.me/indiacovid/4404,,,2.33%,400.90,400899,43,77264000
10/05/2020,Rajasthan,166424,Reports Received,3814,158830,3780,,,,,,,,,,https://t.me/indiacovid/4481,,,2.29%,419.20,419204,44,77264000
11/05/2020,Rajasthan,176130,Reports Received,3988,168546,3596,,,,,,,,,,https://t.me/indiacovid/4565,,,2.26%,443.65,443652,44,77264000
12/05/2020,Rajasthan,185610,Reports Received,4126,,,,,,,,,,,,https://t.me/indiacovid/4631,,,2.22%,467.53,467531,45,77264000
13/05/2020,Rajasthan,194683,Reports Received,4328,186125,4230,,,,,,,,,,https://t.me/indiacovid/4702,,,2.22%,490.39,490385,45,77264000
14/05/2020,Rajasthan,204243,Reports Received,4534,197269,2440,,,,,,,,,,https://t.me/indiacovid/4771,,,2.22%,514.47,514466,45,77264000
15/05/2020,Rajasthan,212317,Reports Received,4747,203770,3800,,,,,,,,,,https://t.me/indiacovid/4827,,,2.24%,534.80,534804,45,77264000
16/05/2020,Rajasthan,221439,Reports Received,4960,213395,3084,,,,,,,,,,https://t.me/indiacovid/4897,,,2.24%,557.78,557781,45,77264000
17/05/2020,Rajasthan,231946,Reports Received,5202,221764,4980,,,,,,,,,,https://t.me/indiacovid/4990,,,2.24%,584.25,584247,45,77264000
18/05/2020,Rajasthan,243476,Reports Received,5375,234165,3936,,,,,,,,,,https://t.me/indiacovid/5019,,,2.21%,613.29,613290,45,77264000
19/05/2020,Rajasthan,254533,Reports Received,5845,244955,3733,,,,,,,,,,https://t.me/indiacovid/5138,,,2.30%,641.14,641141,44,77264000
20/05/2020,Rajasthan,265555,Reports Received,6015,254128,5412,,,,,,,,,,https://t.me/indiacovid/5226,,,2.27%,668.90,668904,44,77264000
21/05/2020,Rajasthan,275974,Reports Received,6227,266687,3060,,,,,,,,,,https://t.me/indiacovid/5286,,,2.26%,695.15,695149,44,77264000
22/05/2020,Rajasthan,287164,Reports Received,6377,277744,3043,,,,,,,,,,https://t.me/indiacovid/5304,,,,,,,
04/05/2020,Sikkim,170,Samples Sent,0,169,1,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.43,428,,664000
05/05/2020,Sikkim,181,Samples Sent,0,171,10,,11,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.46,456,,664000
06/05/2020,Sikkim,189,Samples Sent,0,189,0,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.48,476,,664000
07/05/2020,Sikkim,216,Samples Sent,0,207,9,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.54,544,,664000
08/05/2020,Sikkim,216,Samples Sent,0,214,2,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.54,544,,664000
09/05/2020,Sikkim,219,Samples Sent,0,219,0,,,,,,,,,,https://covid19sikkim.org/,,,0.00%,0.55,552,,664000
10/05/2020,Sikkim,219,Samples Sent,0,219,0,,540,Centre,,,,,,,https://covid19sikkim.org/,,,0.00%,0.55,552,,664000
11/05/2020,Sikkim,219,Samples Sent,0,219,0,,788,Centre,,,,,,,https://covid19sikkim.org/,,,0.00%,0.55,552,,664000
12/05/2020,Sikkim,348,Samples Sent,0,229,119,,944,Centre,,,,,,,https://covid19sikkim.org/,,,0.00%,0.88,877,,664000
13/05/2020,Sikkim,439,Samples Sent,0,268,171,,1116,Centre,,,,,,,https://covid19sikkim.org/,,,0.00%,1.11,1106,,664000
14/05/2020,Sikkim,579,Samples Sent,0,292,287,1374,1253,Centre,,,,,,,https://covid19sikkim.org/,,,0.00%,1.46,1458,,664000
15/05/2020,Sikkim,348,Samples Sent,0,229,119,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/20,,https://covid19sikkim.org/,0.00%,0.88,877,,664000
16/05/2020,Sikkim,840,Samples Sent,0,424,416,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/31,,https://covid19sikkim.org/,0.00%,2.12,2116,,664000
17/05/2020,Sikkim,947,Samples Sent,0,449,498,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/39,,https://covid19sikkim.org/,0.00%,2.39,2385,,664000
18/05/2020,Sikkim,1087,Samples Sent,0,536,551,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/46,,https://covid19sikkim.org/,0.00%,2.74,2738,,664000
19/05/2020,Sikkim,1204,Samples Sent,0,827,377,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/63,,https://covid19sikkim.org/,0.00%,3.03,3033,,664000
20/05/2020,Sikkim,1342,Samples Sent,0,955,387,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/76,,https://covid19sikkim.org/,0.00%,3.38,3380,,664000
21/05/2020,Sikkim,,,,,,,,,,,,,,,,,,,,,,664000
03/04/2020,Tamil Nadu,3684,Samples Sent,411,2789,484,,,,,13323,,3044,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,,,11.16%,9.28,9280,9,75695000
08/04/2020,Tamil Nadu,5305,Samples Sent,690,4414,201,,,,,22049,,3371,,,https://stopcorona.tn.gov.in/,,,13.01%,13.36,13363,8,75695000
09/04/2020,Tamil Nadu,7267,Samples Sent,834,5824,485,,213,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,,,11.48%,18.30,18305,9,75695000
10/04/2020,Tamil Nadu,8410,Samples Sent,911,6838,661,,168,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,21.18,21184,9,75695000
11/04/2020,Tamil Nadu,9842,Samples Sent,969,7779,1094,,165,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,,https://stopcorona.tn.gov.in/,9.85%,24.79,24791,10,75695000
12/04/2020,Tamil Nadu,10655,Samples Sent,1075,,,,162,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,26.84,26839,10,75695000
13/04/2020,Tamil Nadu,12746,Samples Sent,1173,,,,162,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,,,9.20%,32.11,32106,11,75695000
14/04/2020,Tamil Nadu,19255,Samples Sent,1204,13234,777,,135,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,,,6.25%,48.50,48501,16,75695000
15/04/2020,Tamil Nadu,21994,Samples Sent,1242,15210,1383,,107,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,,,5.65%,55.40,55401,18,75695000
16/04/2020,Tamil Nadu,26005,Samples Sent,1267,18743,1400,,41,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,,,4.87%,65.50,65504,21,75695000
17/04/2020,Tamil Nadu,29673,Samples Sent,1323,21628,2023,,34,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,,,4.46%,74.74,74743,22,75695000
18/04/2020,Tamil Nadu,35036,Samples Sent,1372,27192,1433,,34,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,,,3.92%,88.25,88252,26,75695000
19/04/2020,Tamil Nadu,40876,Samples Sent,1477,31853,2411,,20,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,,,3.61%,102.96,102962,28,75695000
20/04/2020,Tamil Nadu,46985,Samples Sent,1520,38082,2108,,145,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,,,3.24%,118.35,118350,31,75695000
21/04/2020,Tamil Nadu,53045,Samples Sent,1596,43582,1990,,145,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,,,3.01%,133.61,133615,33,75695000
22/04/2020,Tamil Nadu,59023,Samples Sent,1629,49506,1937,,155,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,,,2.76%,148.67,148673,36,75695000
23/04/2020,Tamil Nadu,65977,Samples Sent,1683,56836,1433,,106,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,,,2.55%,166.19,166189,39,75695000
24/04/2020,Tamil Nadu,72403,Samples Sent,1755,62596,1483,,19,Government,,29074,,3371,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,,,2.42%,182.38,182375,41,75695000
25/04/2020,Tamil Nadu,80110,Samples Sent,1821,69390,1754,,25,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25.04.2020.pdf,,,2.27%,201.79,201788,44,75695000
26/04/2020,Tamil Nadu,87605,Samples Sent,1885,77133,568,,36,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.04.2020.pdf,,,2.15%,220.67,220668,46,75695000
27/04/2020,Tamil Nadu,94781,Samples Sent,1937,83021,1381,,36,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-04-20-COVID-19-6-PM.pdf,,,2.04%,238.74,238743,49,75695000
28/04/2020,Tamil Nadu,101874,Samples Sent,2058,97908,1908,,47,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28.04.2020.pdf,,,2.02%,256.61,256610,50,75695000
29/04/2020,Tamil Nadu,109961,Samples Sent,2162,105864,1935,,48,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-29.04.2020.pdf,,,1.97%,276.98,276980,51,75695000
30/04/2020,Tamil Nadu,119748,Samples Sent,2323,115761,1664,,40,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-30.04.2020.pdf,,,1.94%,301.63,301632,52,75695000
01/05/2020,Tamil Nadu,129363,Samples Sent,2526,124852,1985,,40,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-01.05.2020.pdf,,,1.95%,325.85,325851,51,75695000
02/05/2020,Tamil Nadu,139490,Samples Sent,2757,135698,1035,,40,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-02.05.2020.pdf,,,1.98%,351.36,351360,51,75695000
03/05/2020,Tamil Nadu,150107,Samples Sent,3023,145520,1564,,40,Government,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03.05.2020.pdf,,,2.01%,378.10,378103,50,75695000
04/05/2020,Tamil Nadu,162970,Samples Sent,3550,158558,862,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-04.05.2020-1.pdf,,,2.18%,410.50,410504,46,75695000
05/05/2020,Tamil Nadu,174828,Samples Sent,4058,170174,596,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-05.05.2020.pdf,,,2.32%,440.37,440373,43,75695000
06/05/2020,Tamil Nadu,188241,Samples Sent,4829,182541,871,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-06.05.2020.pdf,,,2.57%,474.16,474159,39,75695000
07/05/2020,Tamil Nadu,202436,Samples Sent,5409,195831,1196,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/05/Media-Bulletin-07-05-20-COVID-19-6-PM.pdf,,,2.67%,509.91,509914,37,75695000
08/05/2020,Tamil Nadu,216416,Samples Sent,6009,209495,912,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-08.05.2020.pdf,,,2.78%,545.13,545128,36,75695000
09/05/2020,Tamil Nadu,229670,Samples Sent,6535,222576,559,,,,,,,,,,https://t.me/indiacovid/4383,,,2.85%,578.51,578514,35,75695000
10/05/2020,Tamil Nadu,243037,Samples Sent,7204,235157,676,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10.05.2020.pdf,,https://t.me/indiacovid/4453,2.96%,612.18,612184,34,75695000
11/05/2020,Tamil Nadu,254899,Samples Sent,8002,245562,1335,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.05.2020_1.pdf,,,3.14%,642.06,642063,32,75695000
12/05/2020,Tamil Nadu,266687,Samples Sent,8718,256720,1249,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.05.2020-23-Pages-English-584-KB.pdf,,,3.27%,671.76,671756,31,75695000
13/05/2020,Tamil Nadu,279467,Samples Sent,9227,269758,482,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.05.2020.pdf,,,3.30%,703.95,703947,30,75695000
14/05/2020,Tamil Nadu,291432,Samples Sent,9674,281001,757,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14-05-20-COVID-19-6-PM.pdf,,https://t.me/indiacovid/4747,3.32%,734.09,734086,30,75695000
15/05/2020,Tamil Nadu,303104,Samples Sent,10108,292045,951,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15-05-20-COVID-19-6-PM.pdf,,,3.33%,763.49,763486,30,75695000
16/05/2020,Tamil Nadu,313639,Samples Sent,10585,302523,531,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-16.05.2020.pdf,,https://t.me/indiacovid/4863,3.37%,790.02,790023,30,75695000
17/05/2020,Tamil Nadu,326720,Samples Sent,11224,315019,477,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.05.2020.pdf,,,3.44%,822.97,822972,29,75695000
18/05/2020,Tamil Nadu,337841,Samples Sent,11760,325546,535,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18-05-20-COVID-19-6-PM.pdf,,https://t.me/indiacovid/5040,3.48%,850.98,850985,29,75695000
19/05/2020,Tamil Nadu,348174,Samples Sent,12448,334839,887,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-05-20-COVID-19-6-PM.pdf,,,3.58%,877.01,877013,28,75695000
20/05/2020,Tamil Nadu,360068,Samples Sent,13191,346311,566,,,,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-20-05-20-COVID-19-6-PM.pdf,,https://t.me/indiacovid/5191,3.66%,906.97,906972,27,75695000
